=== per_query ===
topk,job,n_common_plans,runtimes_A,runtimes_B,rank_labels_A,rank_labels_B,ndcg,skipped
3,Job68v2,15,"[352, 25048, 604, 6152, 448, 1796, 4480, 25008, 2234, 3901, 2113, 4116, 5815, 2179, 3871]","[579, 39343, 884, 7658, 672, 2244, 6226, 39579, 2771, 5128, 2570, 5137, 7482, 2969, 5332]","[14, 0, 12, 2, 13, 11, 4, 1, 8, 6, 10, 5, 3, 9, 7]","[14, 1, 12, 2, 13, 11, 4, 0, 9, 7, 10, 6, 3, 8, 5]",0.9999999999999999,False
3,Job85v3,12,"[1891, 1063, 16084, 5315, 4023, 7897, 14998, 7617, 11787, 5574, 12053, 16027]","[2412, 1692, 11147, 6667, 5126, 10391, 18370, 10110, 14667, 7224, 14373, 18593]","[10, 11, 0, 8, 9, 5, 2, 6, 4, 7, 3, 1]","[10, 11, 4, 8, 9, 5, 1, 6, 2, 7, 3, 0]",1.0,False
3,Job128v0,15,"[83454, 81084, 79253, 3783, 82312, 52119, 146359, 80072, 4060, 154695, 3770, 59534, 35438, 110731, 75760]","[60650, 59371, 59421, 5095, 61160, 77405, 136174, 59924, 5420, 162987, 4922, 78334, 42276, 95067, 86267]","[3, 5, 7, 13, 4, 10, 1, 6, 12, 0, 14, 9, 11, 2, 8]","[7, 10, 9, 13, 6, 5, 1, 8, 12, 0, 14, 4, 11, 2, 3]",0.9999999999999999,False
3,Job76v0,7,"[5338, 15623, 23042, 10958, 18367, 12534, 19702]","[6519, 19037, 27014, 14795, 22674, 15825, 23925]","[6, 3, 0, 5, 2, 4, 1]","[6, 3, 0, 5, 2, 4, 1]",1.0,False
3,Job1013v3,7,"[10552, 2516, 10682, 7190, 10848, 5195, 3097]","[11798, 3531, 13451, 9451, 13514, 7012, 4268]","[2, 6, 1, 3, 0, 4, 5]","[2, 6, 1, 3, 0, 4, 5]",1.0,False
3,Job1055v2,10,"[6381, 11131, 16518, 11766, 17826, 16461, 22422, 15671, 19855, 13708]","[10174, 15016, 20833, 14133, 23475, 19620, 27818, 18919, 22660, 17063]","[9, 8, 3, 7, 2, 4, 0, 5, 1, 6]","[9, 7, 3, 8, 1, 4, 0, 5, 2, 6]",0.9925385259455956,False
3,Job44v3,10,"[207740, 93096, 66243, 150926, 151160, 217247, 89694, 88415, 177948, 89085]","[307102, 104361, 63653, 144127, 144567, 361821, 94114, 90890, 178598, 109036]","[1, 5, 9, 4, 3, 0, 6, 8, 2, 7]","[1, 6, 9, 4, 3, 0, 7, 8, 2, 5]",0.9715058118919768,False
3,Job59v3,17,"[4599, 516, 2361, 2296, 1699, 2200, 44971, 1722, 2997, 2021, 4042, 3464, 2967, 3726, 3126, 5156, 2765]","[7002, 768, 3272, 2943, 2165, 2817, 54375, 2292, 4818, 2636, 4957, 5437, 4571, 4610, 5084, 6158, 3455]","[2, 16, 10, 11, 15, 12, 0, 14, 7, 13, 3, 5, 8, 4, 6, 1, 9]","[1, 16, 10, 11, 15, 12, 0, 14, 6, 13, 5, 3, 8, 7, 4, 2, 9]",1.0,False
3,Job38v3,13,"[54503, 48937, 16438, 61041, 47008, 17387, 2391, 17281, 33791, 19475, 54488, 47146, 50723]","[65503, 68579, 21503, 86190, 65986, 20233, 3853, 20318, 40972, 22414, 65841, 66446, 69181]","[1, 4, 11, 0, 6, 9, 12, 10, 7, 8, 2, 5, 3]","[6, 2, 9, 0, 4, 11, 12, 10, 7, 8, 5, 3, 1]",0.9472912478275578,False
3,Job27v4,13,"[98885, 19980, 77113, 90970, 33324, 118636, 86978, 108825, 131976, 30061, 52061, 111241, 60363]","[131067, 26232, 94812, 113733, 40890, 165010, 112458, 134080, 188690, 43529, 78132, 149496, 100355]","[4, 12, 7, 5, 10, 1, 6, 3, 0, 11, 9, 2, 8]","[4, 12, 8, 5, 11, 1, 6, 3, 0, 10, 9, 2, 7]",0.9945309728270603,False
3,Job38v1,8,"[73233, 36932, 63895, 77866, 36558, 20488, 84288, 50590]","[96133, 46662, 80382, 100173, 41826, 25430, 108762, 62959]","[2, 5, 3, 1, 6, 7, 0, 4]","[2, 5, 3, 1, 6, 7, 0, 4]",0.9999999999999999,False
3,Job39v1,12,"[3116, 1129, 1548, 1180, 2124, 369, 161, 2537, 1630, 1420, 136, 632]","[3954, 1667, 2032, 1716, 2440, 487, 315, 3424, 2239, 1911, 201, 786]","[0, 7, 4, 6, 2, 9, 10, 1, 3, 5, 11, 8]","[0, 7, 4, 6, 2, 9, 10, 1, 3, 5, 11, 8]",1.0,False
3,Job6v1,10,"[11494, 31741, 14593, 20563, 24410, 127557, 25559, 17272, 115803, 3720]","[14192, 31321, 18023, 20537, 24801, 172065, 24786, 15796, 144128, 5651]","[8, 2, 7, 5, 4, 0, 3, 6, 1, 9]","[8, 2, 6, 5, 3, 0, 4, 7, 1, 9]",0.9715058118919768,False
3,Job58v4,7,"[56326, 60455, 59643, 65099, 90840, 91143, 74927]","[65372, 73459, 65321, 75906, 96292, 91665, 87752]","[6, 4, 5, 3, 1, 0, 2]","[5, 4, 6, 3, 0, 1, 2]",0.9669133242911208,False
3,Job1021v2,6,"[35341, 65263, 47137, 119297, 6033, 87296]","[47317, 95259, 60901, 160833, 9392, 111685]","[4, 2, 3, 0, 5, 1]","[4, 2, 3, 0, 5, 1]",1.0,False
3,Job75v2,18,"[8509, 7852, 4789, 4490, 4245, 4008, 7316, 3540, 5368, 5132, 6690, 5689, 3612, 8686, 5788, 5742, 6737, 4129]","[11171, 10353, 7219, 6564, 5845, 5497, 9649, 4940, 7394, 6929, 8870, 7423, 5218, 10800, 7954, 7599, 8630, 5810]","[1, 2, 11, 12, 13, 15, 3, 17, 9, 10, 5, 8, 16, 0, 6, 7, 4, 14]","[0, 2, 10, 12, 13, 15, 3, 17, 9, 11, 4, 8, 16, 1, 6, 7, 5, 14]",1.0,False
3,Job74v4,12,"[29, 437, 479, 20, 15, 477, 24, 366, 201, 208, 99, 90]","[45, 421, 713, 36, 23, 705, 37, 402, 274, 279, 148, 133]","[8, 2, 0, 10, 11, 1, 9, 3, 5, 4, 6, 7]","[8, 2, 0, 10, 11, 1, 9, 3, 5, 4, 6, 7]",1.0,False
3,Job46v0,8,"[320, 862, 417, 1925, 2196, 4551, 4158, 854]","[595, 1135, 704, 2497, 2657, 5439, 5110, 1144]","[7, 4, 6, 3, 2, 0, 1, 5]","[7, 5, 6, 3, 2, 0, 1, 4]",0.9623652068147778,False
3,Job1013v4,10,"[46970, 9209, 29188, 14971, 26128, 14866, 10239, 26619, 16446, 5981]","[64395, 12711, 37745, 18601, 34949, 17488, 13249, 33431, 16886, 8254]","[0, 8, 1, 5, 3, 6, 7, 2, 4, 9]","[0, 8, 1, 4, 2, 5, 7, 3, 6, 9]",1.0,False
3,Job228v1,9,"[9518, 10961, 10951, 9404, 5711, 4987, 46257, 17329, 46372]","[12638, 13566, 13644, 12750, 7850, 6804, 55790, 22622, 57108]","[5, 3, 4, 6, 7, 8, 1, 2, 0]","[6, 4, 3, 5, 7, 8, 1, 2, 0]",0.9675672343515805,False
3,Job19v1,17,"[76554, 9953, 33426, 51249, 54257, 112628, 61710, 12451, 19356, 74150, 70663, 29583, 62192, 35766, 42823, 39437, 48365]","[77553, 13756, 41019, 59630, 43854, 104509, 60351, 16404, 19699, 65135, 81878, 30660, 54742, 41737, 43924, 42391, 41499]","[1, 16, 12, 7, 6, 0, 5, 15, 14, 2, 3, 13, 4, 11, 9, 10, 8]","[2, 16, 12, 5, 8, 0, 4, 15, 14, 3, 1, 13, 6, 10, 7, 9, 11]",1.0,False
3,Job48v1,13,"[79130, 86830, 65850, 46186, 125947, 37771, 5598, 55458, 47566, 57310, 83684, 4144, 283056]","[96513, 114095, 76354, 51940, 157888, 52653, 7844, 55356, 52037, 77472, 98629, 6432, 373464]","[4, 2, 5, 9, 1, 10, 11, 7, 8, 6, 3, 12, 0]","[4, 2, 6, 10, 1, 8, 11, 7, 9, 5, 3, 12, 0]",0.9791146510867185,False
3,Job31v0,10,"[134863, 88694, 99845, 86464, 63581, 128694, 129089, 33778, 83123, 108106]","[153546, 108716, 99527, 104634, 69606, 137480, 137596, 32526, 81692, 111495]","[0, 5, 4, 6, 8, 2, 1, 9, 7, 3]","[0, 4, 6, 5, 8, 2, 1, 9, 7, 3]",1.0,False
3,Job46v3,10,"[25063, 1195, 7534, 725, 16527, 10227, 6991, 15556, 18291, 9617]","[33213, 1864, 11611, 1209, 24395, 14644, 10903, 22271, 23607, 12646]","[0, 8, 6, 9, 2, 4, 7, 3, 1, 5]","[0, 8, 6, 9, 1, 4, 7, 3, 2, 5]",1.0,False
3,Job90v2,9,"[15659, 15273, 31771, 29423, 16425, 29159, 19266, 17175, 16320]","[16051, 16265, 40230, 38821, 19484, 38165, 25868, 24292, 18798]","[7, 8, 0, 1, 5, 2, 3, 4, 6]","[8, 7, 0, 1, 5, 2, 3, 4, 6]",0.9760600623795573,False
3,Job1032v0,8,"[27518, 14270, 14018, 31471, 65640, 10885, 11003, 22912]","[33152, 17576, 17655, 42960, 83787, 14920, 14766, 29066]","[2, 4, 5, 1, 0, 7, 6, 3]","[2, 5, 4, 1, 0, 6, 7, 3]",0.9345854420244635,False
3,Job9v4,17,"[10023, 1391, 11035, 10579, 10128, 9824, 6316, 7434, 5981, 1374, 1366, 10099, 10711, 1341, 11152, 6328, 9868]","[12360, 1897, 15265, 13319, 12312, 12301, 9296, 10988, 8555, 1881, 1865, 12412, 13474, 1851, 15946, 9338, 12204]","[6, 13, 1, 3, 4, 8, 11, 9, 12, 14, 15, 5, 2, 16, 0, 10, 7]","[5, 13, 1, 3, 6, 7, 11, 9, 12, 14, 15, 4, 2, 16, 0, 10, 8]",1.0,False
3,Job1017v3,10,"[188268, 186418, 133068, 157412, 259417, 227793, 195675, 155054, 185614, 216266]","[252544, 192236, 173966, 190165, 402125, 345769, 303573, 214678, 299609, 332844]","[4, 5, 9, 7, 0, 1, 3, 8, 6, 2]","[5, 7, 9, 8, 0, 1, 3, 6, 4, 2]",0.907055961621526,False
3,Job19v3,8,"[1940, 1868, 16899, 5848, 2348, 865, 2495, 2310]","[2456, 2483, 17988, 7226, 3093, 1277, 3411, 3024]","[5, 6, 0, 1, 3, 7, 2, 4]","[6, 5, 0, 1, 3, 7, 2, 4]",0.9901449716050922,False
3,Job1014v3,12,"[24099, 24854, 33617, 12233, 68209, 41872, 38134, 2964, 81433, 53379, 49695, 93040]","[26603, 32316, 34901, 14289, 90432, 47398, 42159, 4048, 109291, 79339, 66997, 125552]","[9, 8, 7, 10, 2, 5, 6, 11, 1, 3, 4, 0]","[9, 8, 7, 10, 2, 5, 6, 11, 1, 3, 4, 0]",1.0,False
3,Job46v1,10,"[527, 1805, 358, 1544, 799, 121, 1270, 330, 82, 1652]","[933, 2481, 490, 2050, 1199, 198, 1813, 447, 150, 2165]","[5, 0, 6, 2, 4, 8, 3, 7, 9, 1]","[5, 0, 6, 2, 4, 8, 3, 7, 9, 1]",1.0,False
3,Job1011v4,7,"[128105, 64525, 112291, 40000, 109485, 124383, 73396]","[163512, 80333, 147334, 46023, 139889, 157238, 95377]","[0, 5, 2, 6, 3, 1, 4]","[0, 5, 2, 6, 3, 1, 4]",1.0,False
3,Job76v3,11,"[44784, 91008, 116394, 115971, 142080, 45198, 116689, 52730, 92275, 92974, 28056]","[61559, 117308, 140606, 168995, 176246, 61313, 140453, 61283, 114503, 112150, 32921]","[9, 6, 2, 3, 0, 8, 1, 7, 5, 4, 10]","[7, 4, 2, 1, 0, 8, 3, 9, 5, 6, 10]",0.9358758042784435,False
3,Job76v4,11,"[60778, 2858, 65807, 26819, 28561, 24245, 29682, 3172, 14040, 67273, 31483]","[75850, 5311, 82358, 32115, 35578, 30016, 44990, 5326, 14790, 80266, 34891]","[2, 10, 1, 6, 5, 7, 4, 9, 8, 0, 3]","[2, 10, 0, 6, 4, 7, 3, 9, 8, 1, 5]",1.0,False
3,Job38v2,7,"[11897, 18184, 9173, 24076, 22132, 18416, 18038]","[15504, 24160, 11862, 33560, 31119, 24659, 23060]","[5, 3, 6, 0, 1, 2, 4]","[5, 3, 6, 0, 1, 2, 4]",1.0,False
3,Job76v2,20,"[29, 275, 297, 758, 734, 103, 438, 30, 297, 550, 301, 987, 599, 22, 488, 20, 342, 290, 338, 103]","[49, 356, 442, 1031, 1023, 132, 595, 45, 434, 871, 431, 1321, 901, 33, 687, 33, 514, 471, 492, 124]","[17, 13, 10, 1, 2, 14, 6, 16, 11, 4, 9, 0, 3, 18, 5, 19, 7, 12, 8, 15]","[16, 13, 10, 1, 2, 14, 6, 17, 11, 4, 12, 0, 3, 18, 5, 19, 7, 9, 8, 15]",0.987132218063641,False
3,Job63v3,20,"[675, 86, 10, 29, 19, 12, 3, 19, 22, 2, 13, 8, 3, 26, 35, 18, 8, 34, 18, 656]","[811, 37, 11, 28, 21, 14, 3, 22, 25, 2, 15, 8, 3, 27, 39, 20, 8, 41, 20, 795]","[0, 2, 14, 5, 8, 13, 17, 9, 7, 19, 12, 15, 18, 6, 3, 10, 16, 4, 11, 1]","[0, 4, 14, 5, 9, 13, 17, 8, 7, 19, 12, 15, 18, 6, 3, 10, 16, 2, 11, 1]",1.0,False
3,Job37v0,10,"[3787, 2504, 12632, 6923, 16014, 8061, 15281, 26176, 4230, 16442]","[4600, 3091, 16376, 10538, 19414, 11311, 17977, 29650, 5584, 19157]","[8, 9, 4, 6, 2, 5, 3, 0, 7, 1]","[8, 9, 4, 6, 1, 5, 3, 0, 7, 2]",1.0,False
3,Job1078v2,14,"[15452, 9658, 8341, 15308, 58892, 14587, 36401, 30824, 72452, 7999, 66983, 4555, 12089, 56777]","[19516, 12066, 10360, 22955, 76014, 18593, 44875, 39967, 89962, 9697, 84213, 6118, 14726, 70198]","[6, 10, 11, 7, 2, 8, 4, 5, 0, 12, 1, 13, 9, 3]","[7, 10, 11, 6, 2, 8, 4, 5, 0, 12, 1, 13, 9, 3]",0.9999999999999999,False
3,Job74v2,10,"[5348, 1725, 21288, 14103, 1596, 11777, 11625, 3105, 15279, 11543]","[6832, 2790, 29315, 17734, 2516, 16630, 15024, 4285, 20548, 16314]","[6, 8, 0, 2, 9, 3, 4, 7, 1, 5]","[6, 8, 0, 2, 9, 3, 5, 7, 1, 4]",1.0,False
3,Job58v2,10,"[60027, 43410, 31355, 62775, 43090, 47969, 20372, 36969, 35511, 48533]","[71801, 53749, 35645, 71379, 56815, 55678, 26874, 49597, 47362, 53595]","[1, 4, 8, 0, 5, 3, 9, 6, 7, 2]","[0, 4, 8, 1, 2, 3, 9, 6, 7, 5]",1.0,False
3,Job285v4,6,"[15138, 24878, 6110, 53599, 156678, 13662]","[17575, 24450, 6835, 72873, 336671, 13948]","[3, 2, 5, 1, 0, 4]","[3, 2, 5, 1, 0, 4]",1.0,False
3,Job6v2,7,"[53614, 58061, 53599, 27161, 38380, 136486, 66764]","[58540, 66638, 58714, 33465, 48373, 160003, 71998]","[3, 2, 4, 6, 5, 0, 1]","[4, 2, 3, 6, 5, 0, 1]",0.955175639286754,False
3,Job1325v0,6,"[28725, 44415, 47270, 26584, 28503, 63486]","[34420, 78687, 78286, 33029, 34793, 97946]","[3, 2, 1, 5, 4, 0]","[4, 1, 2, 5, 3, 0]",0.9854904886373149,False
3,Job1006v0,7,"[12377, 13723, 14303, 6898, 5491, 5870, 7630]","[15986, 17637, 18943, 9189, 7635, 7681, 9799]","[2, 1, 0, 4, 6, 5, 3]","[2, 1, 0, 4, 6, 5, 3]",1.0,False
3,Job74v0,12,"[218, 138, 324, 30, 485, 132, 23, 595, 343, 114, 218, 462]","[295, 217, 476, 48, 717, 208, 36, 892, 665, 178, 321, 672]","[5, 7, 4, 10, 1, 8, 11, 0, 3, 9, 6, 2]","[6, 7, 4, 10, 1, 8, 11, 0, 3, 9, 5, 2]",1.0,False
3,Job68v4,15,"[2094, 78028, 67849, 44802, 28206, 2602, 9845, 26139, 9391, 28420, 21260, 33350, 28401, 1531, 9561]","[2774, 111756, 102099, 66068, 33846, 3394, 13078, 22408, 12261, 37171, 24653, 42896, 37434, 2919, 12529]","[13, 0, 1, 2, 6, 12, 9, 7, 11, 4, 8, 3, 5, 14, 10]","[14, 0, 1, 2, 6, 12, 9, 8, 11, 5, 7, 3, 4, 13, 10]",0.9869133710178043,False
3,Job78v4,13,"[368, 355, 355, 133, 607, 678, 271, 890, 2786, 2671, 2709, 234, 567]","[399, 445, 443, 206, 838, 1005, 338, 1103, 3566, 3524, 3519, 293, 912]","[7, 8, 9, 12, 5, 4, 10, 3, 0, 2, 1, 11, 6]","[9, 7, 8, 12, 6, 4, 10, 3, 0, 1, 2, 11, 5]",0.9999999999999999,False
3,Job1325v3,1,[179105],[209808],[0],[0],,True
3,Job1041v4,4,"[20075, 1323, 1875, 20146]","[24591, 1644, 2604, 24937]","[1, 3, 2, 0]","[1, 3, 2, 0]",1.0,False
3,Job253v0,3,"[185385, 78944, 110621]","[297632, 98009, 128064]","[0, 2, 1]","[0, 2, 1]",1.0,False
3,Job253v1,3,"[59667, 34062, 60606]","[32691, 46174, 35990]","[1, 2, 0]","[2, 0, 1]",0.7601875334318686,False
3,Job1041v1,2,"[25659, 4706]","[27630, 5792]","[0, 1]","[0, 1]",1.0,False
6,Job181v2,7,"[3398, 4884, 5217, 19324, 10991, 9510, 4836]","[4760, 6794, 6598, 25022, 16110, 11098, 6861]","[6, 4, 3, 0, 1, 2, 5]","[6, 4, 5, 0, 1, 2, 3]",0.9705002247023294,False
