=== per_query ===
topk,job,n_common_plans,runtimes_A,runtimes_B,rank_labels_A,rank_labels_B,ndcg,skipped
6,Job1157v0,9,"[13456, 9030, 9494, 26494, 7470, 36472, 8130, 67188, 9888]","[15921, 11416, 11667, 33461, 9047, 44531, 9601, 89569, 12075]","[3, 6, 5, 2, 8, 1, 7, 0, 4]","[3, 6, 5, 2, 8, 1, 7, 0, 4]",1.0,False
6,Job1031v2,6,"[210569, 13694, 95266, 14136, 7411, 55455]","[274704, 16457, 103035, 16374, 9777, 63902]","[0, 4, 1, 3, 5, 2]","[0, 3, 1, 4, 5, 2]",0.9872536302235485,False
6,Job68v1,19,"[40731, 72966, 61673, 49384, 2101, 105256, 27131, 21447, 27343, 35200, 12615, 78833, 35344, 29972, 4949, 41943, 61469, 30054, 33356]","[43567, 100158, 85346, 67352, 3487, 140166, 33147, 26113, 33418, 49781, 16433, 110457, 48573, 36286, 5724, 52898, 91817, 38267, 47092]","[7, 2, 3, 5, 18, 0, 14, 15, 13, 9, 16, 1, 8, 12, 17, 6, 4, 11, 10]","[10, 2, 4, 5, 18, 0, 14, 15, 13, 7, 16, 1, 8, 12, 17, 6, 3, 11, 9]",0.9999999999999999,False
6,Job25v4,8,"[11419, 106281, 159485, 256804, 88716, 175172, 110183, 252868]","[19628, 99275, 225583, 310074, 72873, 259136, 96970, 309210]","[7, 5, 3, 0, 6, 2, 4, 1]","[7, 4, 3, 0, 6, 2, 5, 1]",0.9958934669574969,False
6,Job19v2,14,"[6014, 4233, 4098, 1711, 5671, 1743, 2730, 2755, 1728, 1583, 3140, 1708, 1877, 6239]","[7999, 4566, 4338, 2105, 7446, 2134, 3379, 3368, 2126, 2346, 3807, 2106, 2276, 7939]","[1, 3, 4, 11, 2, 9, 7, 6, 10, 13, 5, 12, 8, 0]","[0, 3, 4, 13, 2, 10, 6, 7, 11, 8, 5, 12, 9, 1]",0.9581442496277942,False
6,Job16v0,8,"[427495, 272737, 469197, 405151, 241170, 251082, 248724, 274879]","[707922, 452391, 751328, 579295, 387896, 360634, 361377, 390446]","[1, 4, 0, 2, 7, 5, 6, 3]","[1, 3, 0, 2, 5, 7, 6, 4]",0.9381667066112032,False
6,Job1017v1,16,"[69468, 130240, 67308, 64468, 105585, 64116, 106200, 71266, 105122, 67315, 69522, 67031, 106795, 60570, 63876, 64020]","[70388, 160450, 73653, 58774, 131140, 57633, 130548, 74879, 132471, 72344, 76225, 59736, 115203, 58039, 58388, 68123]","[7, 0, 9, 11, 3, 12, 2, 5, 4, 8, 6, 10, 1, 15, 14, 13]","[9, 0, 7, 12, 2, 15, 3, 6, 1, 8, 5, 11, 4, 14, 13, 10]",0.9626493354191451,False
6,Job9v3,16,"[6085, 5253, 1902, 16987, 4877, 1217, 805, 3102, 3235, 3860, 5910, 15367, 2504, 4698, 5128, 1920]","[7029, 6881, 2482, 21834, 5639, 1884, 1224, 4526, 4612, 5138, 7365, 20269, 3398, 5496, 6809, 2594]","[2, 4, 13, 0, 6, 14, 15, 10, 9, 8, 3, 1, 11, 7, 5, 12]","[3, 4, 13, 0, 6, 14, 15, 10, 9, 8, 2, 1, 11, 7, 5, 12]",1.0,False
6,Job19v4,9,"[51773, 12108, 12242, 95720, 109703, 49962, 96586, 100834, 140609]","[89314, 16551, 17970, 99063, 120467, 58550, 104070, 101898, 143124]","[5, 8, 7, 4, 1, 6, 3, 2, 0]","[5, 8, 7, 4, 1, 6, 2, 3, 0]",0.9823536841981754,False
6,Job1255v4,8,"[7978, 10752, 1739, 12511, 87370, 14208, 90610, 9801]","[10962, 13700, 2974, 15015, 119051, 17490, 167638, 12585]","[6, 4, 7, 3, 1, 2, 0, 5]","[6, 4, 7, 3, 1, 2, 0, 5]",0.9999999999999998,False
6,Job1014v2,18,"[20583, 2066, 16367, 13726, 20901, 14217, 18772, 27641, 24287, 25049, 17855, 42607, 20432, 25161, 26996, 22854, 13695, 28187]","[24272, 3305, 20189, 15511, 25157, 17055, 22417, 32563, 29448, 30744, 20745, 54109, 24842, 28701, 30254, 28012, 17162, 28915]","[9, 17, 13, 15, 8, 14, 11, 2, 6, 5, 12, 0, 10, 4, 3, 7, 16, 1]","[10, 17, 13, 16, 8, 15, 11, 1, 4, 2, 12, 0, 9, 6, 3, 7, 14, 5]",0.9946006836628944,False
6,Job68v3,14,"[2536, 476, 664, 3125, 1797, 243, 241, 3248, 655, 1198, 225, 93, 2183, 1354]","[4294, 749, 908, 4791, 2421, 324, 346, 3860, 961, 1660, 303, 157, 2605, 1838]","[2, 9, 7, 1, 4, 10, 11, 0, 8, 6, 12, 13, 3, 5]","[1, 9, 8, 0, 4, 11, 10, 2, 7, 6, 12, 13, 3, 5]",0.9884080833412398,False
6,Job1234v3,6,"[290685, 92643, 45106, 277387, 36408, 299753]","[355544, 117975, 60951, 318175, 46240, 353091]","[1, 3, 4, 2, 5, 0]","[0, 3, 4, 2, 5, 1]",0.9970165650243273,False
6,Job1073v2,13,"[120133, 22886, 37683, 22074, 85521, 102956, 57220, 83459, 150136, 79926, 14684, 42335, 55209]","[84174, 24781, 47746, 24329, 104108, 74830, 64411, 68156, 191869, 85459, 17117, 42273, 64668]","[1, 10, 9, 11, 3, 2, 6, 4, 0, 5, 12, 8, 7]","[3, 10, 8, 11, 1, 4, 7, 5, 0, 2, 12, 9, 6]",0.9880246711913179,False
6,Job1126v2,11,"[20533, 16939, 4017, 12901, 26706, 30587, 19480, 23797, 64459, 11473, 38246]","[26475, 19481, 5929, 17748, 31744, 34424, 24486, 27817, 82756, 14229, 53399]","[5, 7, 10, 8, 3, 2, 6, 4, 0, 9, 1]","[5, 7, 10, 8, 3, 2, 6, 4, 0, 9, 1]",0.9999999999999999,False
6,Job91v2,13,"[1958, 7349, 1455, 1873, 1962, 1962, 1883, 1879, 1465, 179, 1576, 35573, 1932]","[2663, 11405, 2044, 2586, 2503, 2616, 2522, 2487, 1905, 355, 2110, 47031, 2503]","[4, 1, 11, 8, 2, 3, 6, 7, 10, 12, 9, 0, 5]","[2, 1, 10, 4, 6, 3, 5, 8, 11, 12, 9, 0, 7]",0.9631728164028193,False
6,Job9v1,13,"[3178, 71587, 16458, 9311, 79087, 20716, 80953, 9006, 12063, 9411, 12230, 8869, 22852]","[5146, 92732, 21261, 11557, 98313, 25688, 100239, 11067, 12778, 10660, 12536, 9251, 25547]","[12, 2, 5, 9, 1, 4, 0, 10, 7, 8, 6, 11, 3]","[12, 2, 5, 8, 1, 3, 0, 9, 6, 10, 7, 11, 4]",0.9838741371577179,False
6,Job1000v1,16,"[437, 4763, 971, 8683, 48483, 4576, 4615, 437, 62205, 57885, 42821, 479, 44353, 47529, 54189, 17253]","[594, 5782, 1380, 10647, 63231, 5647, 5479, 589, 90291, 99864, 47728, 652, 62257, 52953, 91596, 19669]","[14, 9, 12, 8, 3, 11, 10, 15, 0, 1, 6, 13, 5, 4, 2, 7]","[14, 9, 12, 8, 3, 10, 11, 15, 2, 0, 6, 13, 4, 5, 1, 7]",0.9992925526536492,False
6,Job59v4,17,"[18262, 897, 752, 2073, 1076, 135, 1914, 1969, 30196, 2460, 617, 6587, 1006, 1427, 18679, 671, 1149]","[22317, 1290, 1192, 3186, 1660, 195, 2704, 2765, 41401, 3496, 1014, 9870, 1590, 2024, 21113, 1025, 1781]","[2, 12, 13, 5, 10, 16, 7, 6, 0, 4, 15, 3, 11, 8, 1, 14, 9]","[1, 12, 13, 5, 10, 16, 7, 6, 0, 4, 15, 3, 11, 8, 2, 14, 9]",1.0000000000000002,False
6,Job1171v1,7,"[64629, 24914, 58909, 62071, 38014, 18628, 90221]","[68435, 21096, 57980, 82319, 40888, 22899, 106946]","[1, 5, 3, 2, 4, 6, 0]","[2, 6, 3, 1, 4, 5, 0]",0.9705584517216804,False
6,Job6v3,9,"[35190, 64893, 18309, 55778, 7716, 5320, 15636, 50539, 8327]","[47123, 80712, 22928, 73707, 9259, 7022, 20209, 77110, 9285]","[3, 0, 4, 1, 7, 8, 5, 2, 6]","[3, 0, 4, 2, 7, 8, 5, 1, 6]",1.0,False
6,Job79v0,8,"[35322, 80985, 147544, 10479, 84134, 86769, 85800, 150709]","[48366, 91009, 199372, 17216, 100719, 111313, 139381, 193736]","[6, 5, 1, 7, 4, 2, 3, 0]","[6, 5, 0, 7, 4, 3, 2, 1]",0.9981846364208116,False
6,Job1255v3,11,"[26999, 8365, 9896, 4712, 10505, 14207, 8289, 8335, 22814, 10697, 53260]","[33658, 10625, 13724, 6170, 14617, 16570, 9989, 10103, 31334, 14865, 69338]","[1, 7, 6, 10, 5, 3, 9, 8, 2, 4, 0]","[1, 7, 6, 10, 5, 3, 9, 8, 2, 4, 0]",0.9999999999999999,False
6,Job39v3,12,"[27, 219, 527, 107, 20, 55, 331, 249, 354, 142, 47, 485]","[42, 282, 734, 139, 29, 70, 530, 320, 582, 174, 62, 686]","[10, 5, 0, 7, 11, 8, 3, 4, 2, 6, 9, 1]","[10, 5, 0, 7, 11, 8, 3, 4, 2, 6, 9, 1]",1.0,False
6,Job46v2,12,"[684, 139, 448, 1935, 181, 2361, 2658, 864, 358, 408, 1545, 686]","[826, 225, 590, 2327, 293, 2494, 2862, 1053, 473, 552, 1984, 799]","[6, 11, 7, 2, 10, 1, 0, 4, 9, 8, 3, 5]","[5, 11, 7, 2, 10, 1, 0, 4, 9, 8, 3, 6]",0.9881658438200199,False
6,Job63v1,15,"[23045, 30243, 35942, 40324, 957, 18777, 21515, 15611, 4133, 36782, 26206, 28177, 27517, 11107, 16610]","[29218, 37143, 43950, 48750, 1594, 25117, 28560, 21472, 5296, 47136, 32195, 35615, 33644, 14223, 21302]","[7, 3, 2, 0, 14, 9, 8, 11, 13, 1, 6, 4, 5, 12, 10]","[7, 3, 2, 0, 14, 9, 8, 10, 13, 1, 6, 4, 5, 12, 11]",0.9989047874093255,False
6,Job1006v1,6,"[9698, 9121, 13277, 5282, 10082, 9900]","[10723, 9866, 18019, 7238, 10798, 11193]","[3, 4, 0, 5, 1, 2]","[3, 4, 0, 5, 2, 1]",0.995733637939842,False
6,Job68v2,15,"[352, 25048, 604, 6152, 448, 1796, 4480, 25008, 2234, 3901, 2113, 4116, 5815, 2179, 3871]","[579, 39343, 884, 7658, 672, 2244, 6226, 39579, 2771, 5128, 2570, 5137, 7482, 2969, 5332]","[14, 0, 12, 2, 13, 11, 4, 1, 8, 6, 10, 5, 3, 9, 7]","[14, 1, 12, 2, 13, 11, 4, 0, 9, 7, 10, 6, 3, 8, 5]",0.9910979186230773,False
6,Job85v3,12,"[1891, 1063, 16084, 5315, 4023, 7897, 14998, 7617, 11787, 5574, 12053, 16027]","[2412, 1692, 11147, 6667, 5126, 10391, 18370, 10110, 14667, 7224, 14373, 18593]","[10, 11, 0, 8, 9, 5, 2, 6, 4, 7, 3, 1]","[10, 11, 4, 8, 9, 5, 1, 6, 2, 7, 3, 0]",1.0,False
6,Job128v0,15,"[83454, 81084, 79253, 3783, 82312, 52119, 146359, 80072, 4060, 154695, 3770, 59534, 35438, 110731, 75760]","[60650, 59371, 59421, 5095, 61160, 77405, 136174, 59924, 5420, 162987, 4922, 78334, 42276, 95067, 86267]","[3, 5, 7, 13, 4, 10, 1, 6, 12, 0, 14, 9, 11, 2, 8]","[7, 10, 9, 13, 6, 5, 1, 8, 12, 0, 14, 4, 11, 2, 3]",0.9338560606283333,False
6,Job76v0,7,"[5338, 15623, 23042, 10958, 18367, 12534, 19702]","[6519, 19037, 27014, 14795, 22674, 15825, 23925]","[6, 3, 0, 5, 2, 4, 1]","[6, 3, 0, 5, 2, 4, 1]",1.0,False
6,Job1013v3,7,"[10552, 2516, 10682, 7190, 10848, 5195, 3097]","[11798, 3531, 13451, 9451, 13514, 7012, 4268]","[2, 6, 1, 3, 0, 4, 5]","[2, 6, 1, 3, 0, 4, 5]",1.0,False
6,Job1055v2,10,"[6381, 11131, 16518, 11766, 17826, 16461, 22422, 15671, 19855, 13708]","[10174, 15016, 20833, 14133, 23475, 19620, 27818, 18919, 22660, 17063]","[9, 8, 3, 7, 2, 4, 0, 5, 1, 6]","[9, 7, 3, 8, 1, 4, 0, 5, 2, 6]",0.9944262893068819,False
6,Job44v3,10,"[207740, 93096, 66243, 150926, 151160, 217247, 89694, 88415, 177948, 89085]","[307102, 104361, 63653, 144127, 144567, 361821, 94114, 90890, 178598, 109036]","[1, 5, 9, 4, 3, 0, 6, 8, 2, 7]","[1, 6, 9, 4, 3, 0, 7, 8, 2, 5]",0.9933177096648343,False
6,Job59v3,17,"[4599, 516, 2361, 2296, 1699, 2200, 44971, 1722, 2997, 2021, 4042, 3464, 2967, 3726, 3126, 5156, 2765]","[7002, 768, 3272, 2943, 2165, 2817, 54375, 2292, 4818, 2636, 4957, 5437, 4571, 4610, 5084, 6158, 3455]","[2, 16, 10, 11, 15, 12, 0, 14, 7, 13, 3, 5, 8, 4, 6, 1, 9]","[1, 16, 10, 11, 15, 12, 0, 14, 6, 13, 5, 3, 8, 7, 4, 2, 9]",1.0000000000000002,False
6,Job38v3,13,"[54503, 48937, 16438, 61041, 47008, 17387, 2391, 17281, 33791, 19475, 54488, 47146, 50723]","[65503, 68579, 21503, 86190, 65986, 20233, 3853, 20318, 40972, 22414, 65841, 66446, 69181]","[1, 4, 11, 0, 6, 9, 12, 10, 7, 8, 2, 5, 3]","[6, 2, 9, 0, 4, 11, 12, 10, 7, 8, 5, 3, 1]",0.9880104380256853,False
6,Job27v4,13,"[98885, 19980, 77113, 90970, 33324, 118636, 86978, 108825, 131976, 30061, 52061, 111241, 60363]","[131067, 26232, 94812, 113733, 40890, 165010, 112458, 134080, 188690, 43529, 78132, 149496, 100355]","[4, 12, 7, 5, 10, 1, 6, 3, 0, 11, 9, 2, 8]","[4, 12, 8, 5, 11, 1, 6, 3, 0, 10, 9, 2, 7]",0.9951630785425004,False
6,Job38v1,8,"[73233, 36932, 63895, 77866, 36558, 20488, 84288, 50590]","[96133, 46662, 80382, 100173, 41826, 25430, 108762, 62959]","[2, 5, 3, 1, 6, 7, 0, 4]","[2, 5, 3, 1, 6, 7, 0, 4]",0.9999999999999998,False
6,Job39v1,12,"[3116, 1129, 1548, 1180, 2124, 369, 161, 2537, 1630, 1420, 136, 632]","[3954, 1667, 2032, 1716, 2440, 487, 315, 3424, 2239, 1911, 201, 786]","[0, 7, 4, 6, 2, 9, 10, 1, 3, 5, 11, 8]","[0, 7, 4, 6, 2, 9, 10, 1, 3, 5, 11, 8]",1.0,False
6,Job6v1,10,"[11494, 31741, 14593, 20563, 24410, 127557, 25559, 17272, 115803, 3720]","[14192, 31321, 18023, 20537, 24801, 172065, 24786, 15796, 144128, 5651]","[8, 2, 7, 5, 4, 0, 3, 6, 1, 9]","[8, 2, 6, 5, 3, 0, 4, 7, 1, 9]",0.9818850600982371,False
6,Job58v4,7,"[56326, 60455, 59643, 65099, 90840, 91143, 74927]","[65372, 73459, 65321, 75906, 96292, 91665, 87752]","[6, 4, 5, 3, 1, 0, 2]","[5, 4, 6, 3, 0, 1, 2]",0.9465788267083942,False
6,Job1021v2,6,"[35341, 65263, 47137, 119297, 6033, 87296]","[47317, 95259, 60901, 160833, 9392, 111685]","[4, 2, 3, 0, 5, 1]","[4, 2, 3, 0, 5, 1]",0.9999999999999998,False
6,Job75v2,18,"[8509, 7852, 4789, 4490, 4245, 4008, 7316, 3540, 5368, 5132, 6690, 5689, 3612, 8686, 5788, 5742, 6737, 4129]","[11171, 10353, 7219, 6564, 5845, 5497, 9649, 4940, 7394, 6929, 8870, 7423, 5218, 10800, 7954, 7599, 8630, 5810]","[1, 2, 11, 12, 13, 15, 3, 17, 9, 10, 5, 8, 16, 0, 6, 7, 4, 14]","[0, 2, 10, 12, 13, 15, 3, 17, 9, 11, 4, 8, 16, 1, 6, 7, 5, 14]",0.9999999999999999,False
6,Job74v4,12,"[29, 437, 479, 20, 15, 477, 24, 366, 201, 208, 99, 90]","[45, 421, 713, 36, 23, 705, 37, 402, 274, 279, 148, 133]","[8, 2, 0, 10, 11, 1, 9, 3, 5, 4, 6, 7]","[8, 2, 0, 10, 11, 1, 9, 3, 5, 4, 6, 7]",1.0,False
6,Job46v0,8,"[320, 862, 417, 1925, 2196, 4551, 4158, 854]","[595, 1135, 704, 2497, 2657, 5439, 5110, 1144]","[7, 4, 6, 3, 2, 0, 1, 5]","[7, 5, 6, 3, 2, 0, 1, 4]",0.9958934669574969,False
6,Job1013v4,10,"[46970, 9209, 29188, 14971, 26128, 14866, 10239, 26619, 16446, 5981]","[64395, 12711, 37745, 18601, 34949, 17488, 13249, 33431, 16886, 8254]","[0, 8, 1, 5, 3, 6, 7, 2, 4, 9]","[0, 8, 1, 4, 2, 5, 7, 3, 6, 9]",0.9949642337212323,False
6,Job228v1,9,"[9518, 10961, 10951, 9404, 5711, 4987, 46257, 17329, 46372]","[12638, 13566, 13644, 12750, 7850, 6804, 55790, 22622, 57108]","[5, 3, 4, 6, 7, 8, 1, 2, 0]","[6, 4, 3, 5, 7, 8, 1, 2, 0]",0.9950475854972946,False
6,Job19v1,17,"[76554, 9953, 33426, 51249, 54257, 112628, 61710, 12451, 19356, 74150, 70663, 29583, 62192, 35766, 42823, 39437, 48365]","[77553, 13756, 41019, 59630, 43854, 104509, 60351, 16404, 19699, 65135, 81878, 30660, 54742, 41737, 43924, 42391, 41499]","[1, 16, 12, 7, 6, 0, 5, 15, 14, 2, 3, 13, 4, 11, 9, 10, 8]","[2, 16, 12, 5, 8, 0, 4, 15, 14, 3, 1, 13, 6, 10, 7, 9, 11]",0.9770796445403171,False
6,Job48v1,13,"[79130, 86830, 65850, 46186, 125947, 37771, 5598, 55458, 47566, 57310, 83684, 4144, 283056]","[96513, 114095, 76354, 51940, 157888, 52653, 7844, 55356, 52037, 77472, 98629, 6432, 373464]","[4, 2, 5, 9, 1, 10, 11, 7, 8, 6, 3, 12, 0]","[4, 2, 6, 10, 1, 8, 11, 7, 9, 5, 3, 12, 0]",0.9953009167922898,False
6,Job31v0,10,"[134863, 88694, 99845, 86464, 63581, 128694, 129089, 33778, 83123, 108106]","[153546, 108716, 99527, 104634, 69606, 137480, 137596, 32526, 81692, 111495]","[0, 5, 4, 6, 8, 2, 1, 9, 7, 3]","[0, 4, 6, 5, 8, 2, 1, 9, 7, 3]",0.9949642337212323,False
6,Job46v3,10,"[25063, 1195, 7534, 725, 16527, 10227, 6991, 15556, 18291, 9617]","[33213, 1864, 11611, 1209, 24395, 14644, 10903, 22271, 23607, 12646]","[0, 8, 6, 9, 2, 4, 7, 3, 1, 5]","[0, 8, 6, 9, 1, 4, 7, 3, 2, 5]",1.0,False
6,Job90v2,9,"[15659, 15273, 31771, 29423, 16425, 29159, 19266, 17175, 16320]","[16051, 16265, 40230, 38821, 19484, 38165, 25868, 24292, 18798]","[7, 8, 0, 1, 5, 2, 3, 4, 6]","[8, 7, 0, 1, 5, 2, 3, 4, 6]",0.981716455037275,False
6,Job1032v0,8,"[27518, 14270, 14018, 31471, 65640, 10885, 11003, 22912]","[33152, 17576, 17655, 42960, 83787, 14920, 14766, 29066]","[2, 4, 5, 1, 0, 7, 6, 3]","[2, 5, 4, 1, 0, 6, 7, 3]",0.9740307446251568,False
6,Job9v4,17,"[10023, 1391, 11035, 10579, 10128, 9824, 6316, 7434, 5981, 1374, 1366, 10099, 10711, 1341, 11152, 6328, 9868]","[12360, 1897, 15265, 13319, 12312, 12301, 9296, 10988, 8555, 1881, 1865, 12412, 13474, 1851, 15946, 9338, 12204]","[6, 13, 1, 3, 4, 8, 11, 9, 12, 14, 15, 5, 2, 16, 0, 10, 7]","[5, 13, 1, 3, 6, 7, 11, 9, 12, 14, 15, 4, 2, 16, 0, 10, 8]",1.0000000000000002,False
6,Job1017v3,10,"[188268, 186418, 133068, 157412, 259417, 227793, 195675, 155054, 185614, 216266]","[252544, 192236, 173966, 190165, 402125, 345769, 303573, 214678, 299609, 332844]","[4, 5, 9, 7, 0, 1, 3, 8, 6, 2]","[5, 7, 9, 8, 0, 1, 3, 6, 4, 2]",0.981098173039148,False
6,Job19v3,8,"[1940, 1868, 16899, 5848, 2348, 865, 2495, 2310]","[2456, 2483, 17988, 7226, 3093, 1277, 3411, 3024]","[5, 6, 0, 1, 3, 7, 2, 4]","[6, 5, 0, 1, 3, 7, 2, 4]",0.9922440758227615,False
6,Job1014v3,12,"[24099, 24854, 33617, 12233, 68209, 41872, 38134, 2964, 81433, 53379, 49695, 93040]","[26603, 32316, 34901, 14289, 90432, 47398, 42159, 4048, 109291, 79339, 66997, 125552]","[9, 8, 7, 10, 2, 5, 6, 11, 1, 3, 4, 0]","[9, 8, 7, 10, 2, 5, 6, 11, 1, 3, 4, 0]",1.0,False
6,Job46v1,10,"[527, 1805, 358, 1544, 799, 121, 1270, 330, 82, 1652]","[933, 2481, 490, 2050, 1199, 198, 1813, 447, 150, 2165]","[5, 0, 6, 2, 4, 8, 3, 7, 9, 1]","[5, 0, 6, 2, 4, 8, 3, 7, 9, 1]",1.0,False
6,Job1011v4,7,"[128105, 64525, 112291, 40000, 109485, 124383, 73396]","[163512, 80333, 147334, 46023, 139889, 157238, 95377]","[0, 5, 2, 6, 3, 1, 4]","[0, 5, 2, 6, 3, 1, 4]",1.0,False
6,Job76v3,11,"[44784, 91008, 116394, 115971, 142080, 45198, 116689, 52730, 92275, 92974, 28056]","[61559, 117308, 140606, 168995, 176246, 61313, 140453, 61283, 114503, 112150, 32921]","[9, 6, 2, 3, 0, 8, 1, 7, 5, 4, 10]","[7, 4, 2, 1, 0, 8, 3, 9, 5, 6, 10]",0.9561783628798309,False
6,Job76v4,11,"[60778, 2858, 65807, 26819, 28561, 24245, 29682, 3172, 14040, 67273, 31483]","[75850, 5311, 82358, 32115, 35578, 30016, 44990, 5326, 14790, 80266, 34891]","[2, 10, 1, 6, 5, 7, 4, 9, 8, 0, 3]","[2, 10, 0, 6, 4, 7, 3, 9, 8, 1, 5]",0.9734126682057563,False
6,Job38v2,7,"[11897, 18184, 9173, 24076, 22132, 18416, 18038]","[15504, 24160, 11862, 33560, 31119, 24659, 23060]","[5, 3, 6, 0, 1, 2, 4]","[5, 3, 6, 0, 1, 2, 4]",1.0,False
6,Job76v2,20,"[29, 275, 297, 758, 734, 103, 438, 30, 297, 550, 301, 987, 599, 22, 488, 20, 342, 290, 338, 103]","[49, 356, 442, 1031, 1023, 132, 595, 45, 434, 871, 431, 1321, 901, 33, 687, 33, 514, 471, 492, 124]","[17, 13, 10, 1, 2, 14, 6, 16, 11, 4, 9, 0, 3, 18, 5, 19, 7, 12, 8, 15]","[16, 13, 10, 1, 2, 14, 6, 17, 11, 4, 12, 0, 3, 18, 5, 19, 7, 9, 8, 15]",0.9987738448902881,False
6,Job63v3,20,"[675, 86, 10, 29, 19, 12, 3, 19, 22, 2, 13, 8, 3, 26, 35, 18, 8, 34, 18, 656]","[811, 37, 11, 28, 21, 14, 3, 22, 25, 2, 15, 8, 3, 27, 39, 20, 8, 41, 20, 795]","[0, 2, 14, 5, 8, 13, 17, 9, 7, 19, 12, 15, 18, 6, 3, 10, 16, 4, 11, 1]","[0, 4, 14, 5, 9, 13, 17, 8, 7, 19, 12, 15, 18, 6, 3, 10, 16, 2, 11, 1]",1.0,False
6,Job37v0,10,"[3787, 2504, 12632, 6923, 16014, 8061, 15281, 26176, 4230, 16442]","[4600, 3091, 16376, 10538, 19414, 11311, 17977, 29650, 5584, 19157]","[8, 9, 4, 6, 2, 5, 3, 0, 7, 1]","[8, 9, 4, 6, 1, 5, 3, 0, 7, 2]",1.0,False
6,Job1078v2,14,"[15452, 9658, 8341, 15308, 58892, 14587, 36401, 30824, 72452, 7999, 66983, 4555, 12089, 56777]","[19516, 12066, 10360, 22955, 76014, 18593, 44875, 39967, 89962, 9697, 84213, 6118, 14726, 70198]","[6, 10, 11, 7, 2, 8, 4, 5, 0, 12, 1, 13, 9, 3]","[7, 10, 11, 6, 2, 8, 4, 5, 0, 12, 1, 13, 9, 3]",1.0,False
6,Job74v2,10,"[5348, 1725, 21288, 14103, 1596, 11777, 11625, 3105, 15279, 11543]","[6832, 2790, 29315, 17734, 2516, 16630, 15024, 4285, 20548, 16314]","[6, 8, 0, 2, 9, 3, 4, 7, 1, 5]","[6, 8, 0, 2, 9, 3, 5, 7, 1, 4]",0.998695408675743,False
6,Job58v2,10,"[60027, 43410, 31355, 62775, 43090, 47969, 20372, 36969, 35511, 48533]","[71801, 53749, 35645, 71379, 56815, 55678, 26874, 49597, 47362, 53595]","[1, 4, 8, 0, 5, 3, 9, 6, 7, 2]","[0, 4, 8, 1, 2, 3, 9, 6, 7, 5]",0.9505947524639055,False
6,Job285v4,6,"[15138, 24878, 6110, 53599, 156678, 13662]","[17575, 24450, 6835, 72873, 336671, 13948]","[3, 2, 5, 1, 0, 4]","[3, 2, 5, 1, 0, 4]",0.9999999999999998,False
6,Job6v2,7,"[53614, 58061, 53599, 27161, 38380, 136486, 66764]","[58540, 66638, 58714, 33465, 48373, 160003, 71998]","[3, 2, 4, 6, 5, 0, 1]","[4, 2, 3, 6, 5, 0, 1]",0.9948938993092976,False
6,Job1325v0,6,"[28725, 44415, 47270, 26584, 28503, 63486]","[34420, 78687, 78286, 33029, 34793, 97946]","[3, 2, 1, 5, 4, 0]","[4, 1, 2, 5, 3, 0]",0.9829872681633907,False
6,Job1006v0,7,"[12377, 13723, 14303, 6898, 5491, 5870, 7630]","[15986, 17637, 18943, 9189, 7635, 7681, 9799]","[2, 1, 0, 4, 6, 5, 3]","[2, 1, 0, 4, 6, 5, 3]",1.0,False
6,Job74v0,12,"[218, 138, 324, 30, 485, 132, 23, 595, 343, 114, 218, 462]","[295, 217, 476, 48, 717, 208, 36, 892, 665, 178, 321, 672]","[5, 7, 4, 10, 1, 8, 11, 0, 3, 9, 6, 2]","[6, 7, 4, 10, 1, 8, 11, 0, 3, 9, 5, 2]",0.9881658438200199,False
6,Job68v4,15,"[2094, 78028, 67849, 44802, 28206, 2602, 9845, 26139, 9391, 28420, 21260, 33350, 28401, 1531, 9561]","[2774, 111756, 102099, 66068, 33846, 3394, 13078, 22408, 12261, 37171, 24653, 42896, 37434, 2919, 12529]","[13, 0, 1, 2, 6, 12, 9, 7, 11, 4, 8, 3, 5, 14, 10]","[14, 0, 1, 2, 6, 12, 9, 8, 11, 5, 7, 3, 4, 13, 10]",0.9907764540233392,False
6,Job78v4,13,"[368, 355, 355, 133, 607, 678, 271, 890, 2786, 2671, 2709, 234, 567]","[399, 445, 443, 206, 838, 1005, 338, 1103, 3566, 3524, 3519, 293, 912]","[7, 8, 9, 12, 5, 4, 10, 3, 0, 2, 1, 11, 6]","[9, 7, 8, 12, 6, 4, 10, 3, 0, 1, 2, 11, 5]",0.9964587763219475,False
6,Job1325v3,1,[179105],[209808],[0],[0],,True
6,Job1041v4,4,"[20075, 1323, 1875, 20146]","[24591, 1644, 2604, 24937]","[1, 3, 2, 0]","[1, 3, 2, 0]",1.0,False
6,Job253v0,3,"[185385, 78944, 110621]","[297632, 98009, 128064]","[0, 2, 1]","[0, 2, 1]",1.0,False
6,Job253v1,3,"[59667, 34062, 60606]","[32691, 46174, 35990]","[1, 2, 0]","[2, 0, 1]",0.7601875334318686,False
6,Job1041v1,2,"[25659, 4706]","[27630, 5792]","[0, 1]","[0, 1]",1.0,False
10,Job181v2,7,"[3398, 4884, 5217, 19324, 10991, 9510, 4836]","[4760, 6794, 6598, 25022, 16110, 11098, 6861]","[6, 4, 3, 0, 1, 2, 5]","[6, 4, 5, 0, 1, 2, 3]",0.9705002247023294,False
