,Job,CPU time,Time,Sum,CPU unit,Time unit
HM,1,15771,15781,31552, ms,ms.
HM,3,-1,-1,-1,ms,ms
HM,5,-1,-1,-1,ms,ms
HM,6,690,692,1382, ms,ms.
HM,10,1498,1541,3039, ms,ms.
HM,12,1342,1345,2687, ms,ms.
HM,14,967,967,1934, ms,ms.
