,Job,CPU time,Time,Sum,CPU unit,Time unit
HM,1,12088,12107,24195, ms,ms.
HM,3,5933,5987,11920, ms,ms.
HM,5,-1,-1,-1,ms,ms
HM,6,645,646,1291, ms,ms.
HM,10,1310,1387,2697, ms,ms.
HM,12,3678,3702,7380, ms,ms.
HM,14,851,852,1703, ms,ms.
